vehicle_count,pedestrian_count,total_objects,object_density,avg_bbox_area,max_bbox_area,image_id,cluster,risk_label
11,0,11,1.193576388888889e-05,32645.36363636364,84448,b03c15d6-882278dc.jpg,1,High
5,2,7,7.595486111111111e-06,24771.714285714286,44585,adfc8f5c-7c98b780.jpg,0,Low
7,0,7,7.595486111111111e-06,10279.0,29748,557c16ec-4c8ce442.jpg,0,Low
12,0,12,1.3020833333333334e-05,4978.5,17513,986e5154-8fed0547.jpg,1,High
8,4,12,1.3020833333333334e-05,14199.833333333334,60273,432ebb4f-84a729dc.jpg,1,High
11,1,12,1.3020833333333334e-05,9501.25,87768,4788a598-413460ee.jpg,1,High
5,1,6,6.510416666666667e-06,3596.833333333333,12480,88b0dce7-3ab3d5d6.jpg,0,Low
5,0,5,5.4253472222222224e-06,6718.6,11786,1ed3242e-6e528b9b.jpg,0,Low
14,0,14,1.5190972222222222e-05,10714.357142857143,41925,5ea96a8f-fc85366e.jpg,1,High
10,6,16,1.736111111111111e-05,16478.6875,118336,205c2d9d-cc95841a.jpg,1,High
3,0,3,3.255208333333333e-06,5772.333333333333,14500,5bc595c4-7ee7414c.jpg,0,Low
20,0,20,2.170138888888889e-05,3762.2,25194,6a1b90e9-ba8ed054.jpg,1,High
12,0,12,1.3020833333333334e-05,5406.666666666667,35700,32cf0c44-f2e2aa9e.jpg,1,High
5,0,5,5.4253472222222224e-06,78646.4,259074,96f784ed-c47be01e.jpg,2,Medium
4,0,4,4.340277777777778e-06,5272.0,12555,426ce4c3-e70aace3.jpg,0,Low
1,0,1,1.0850694444444444e-06,528.0,528,3ed70af5-362ce360.jpg,0,Low
5,0,5,5.4253472222222224e-06,36771.0,115125,2021c742-bef77982.jpg,0,Low
6,8,14,1.5190972222222222e-05,36641.21428571428,323088,14c88cf5-01770d3a.jpg,2,Medium
2,0,2,2.170138888888889e-06,64985.5,127766,38bdc47c-22f75c60.jpg,2,Medium
7,4,11,1.193576388888889e-05,2704.909090909091,9870,52b0b6a2-71e50fc5.jpg,1,High
8,0,8,8.680555555555556e-06,10920.5,36288,36c0407b-bae4a2f3.jpg,0,Low
16,0,16,1.736111111111111e-05,20766.25,108546,26c57878-1f611861.jpg,1,High
2,3,5,5.4253472222222224e-06,56782.2,224644,00fcfec9-7ba5dabf.jpg,2,Medium
13,0,13,1.4105902777777775e-05,23742.615384615383,210432,441e0bd4-26d1b3f1.jpg,1,High
19,0,19,2.0616319444444445e-05,8138.736842105263,61758,0e33b229-013662d9.jpg,1,High
3,6,9,9.765625e-06,3698.555555555556,7293,7609cb88-3349196f.jpg,1,High
16,1,17,1.844618055555556e-05,27396.470588235294,129960,9c5535c2-05b78e41.jpg,1,High
7,0,7,7.595486111111111e-06,18313.571428571428,102960,7ddd304a-88962958.jpg,0,Low
6,0,6,6.510416666666667e-06,42490.833333333336,131386,14532464-0ab1e53e.jpg,0,Low
5,0,5,5.4253472222222224e-06,9497.0,18117,80c73912-4cc445ff.jpg,0,Low
7,0,7,7.595486111111111e-06,9009.0,19053,47459d96-6e62be7f.jpg,0,Low
4,0,4,4.340277777777778e-06,35612.5,86757,530dc50f-2842f7d4.jpg,0,Low
0,2,2,2.170138888888889e-06,928.0,1040,3ec3648e-7179cabe.jpg,0,Low
0,0,0,0.0,0.0,0,940c8a6b-3e1f8e2f.jpg,0,Low
8,0,8,8.680555555555556e-06,14764.75,62100,ac39847d-7da7fa65.jpg,0,Low
7,0,7,7.595486111111111e-06,22175.0,63536,12800db3-5fa0bb8e.jpg,0,Low
2,5,7,7.595486111111111e-06,20413.571428571428,90024,8b9be24b-da5d84f7.jpg,0,Low
3,1,4,4.340277777777778e-06,15652.25,27264,2bca7d3d-c5eccf1d.jpg,0,Low
6,0,6,6.510416666666667e-06,12032.666666666666,35280,1608cfe7-af5106a0.jpg,0,Low
6,0,6,6.510416666666667e-06,9361.166666666666,42676,39165768-a26dad86.jpg,0,Low
5,1,6,6.510416666666667e-06,25299.166666666668,78624,85fb9a90-a52e3308.jpg,0,Low
14,0,14,1.5190972222222222e-05,10360.214285714286,74556,05b3562f-921788d0.jpg,1,High
6,0,6,6.510416666666667e-06,37178.833333333336,78948,2988b194-f325cad1.jpg,0,Low
8,0,8,8.680555555555556e-06,29301.0,208104,1f2c4ad9-4a6db643.jpg,2,Medium
4,0,4,4.340277777777778e-06,50204.5,140220,2871fb39-32eb06c7.jpg,0,Low
9,0,9,9.765625e-06,3617.8888888888887,11972,757105ce-f5309510.jpg,1,High
18,0,18,1.953125e-05,13698.666666666666,130000,38f8c2d4-803078a5.jpg,1,High
2,0,2,2.170138888888889e-06,1348.5,1421,67cc64dc-24a21c0b.jpg,0,Low
19,0,19,2.0616319444444445e-05,15136.0,98160,19075a39-39659218.jpg,1,High
9,0,9,9.765625e-06,36729.55555555556,139656,9c45140e-64d16299.jpg,1,High
10,1,11,1.193576388888889e-05,9694.181818181818,52000,43c2e8b8-4a407b59.jpg,1,High
5,0,5,5.4253472222222224e-06,12166.2,19695,6e981bf5-77bff0e5.jpg,0,Low
12,0,12,1.3020833333333334e-05,7204.916666666667,24957,15bb85ff-e0bd5383.jpg,1,High
4,0,4,4.340277777777778e-06,37016.5,94500,a67e977c-133055f2.jpg,0,Low
6,0,6,6.510416666666667e-06,17516.666666666668,31611,995a32ec-05a8ac10.jpg,0,Low
0,0,0,0.0,0.0,0,a3ab241b-488ab902.jpg,0,Low
8,8,16,1.736111111111111e-05,12463.0625,43736,4a0535b9-7fdab22d.jpg,1,High
2,0,2,2.170138888888889e-06,7372.0,8372,6d8beed6-9399f7dd.jpg,0,Low
2,0,2,2.170138888888889e-06,4156.0,5632,9cec041b-e58fcd44.jpg,0,Low
4,0,4,4.340277777777778e-06,4769.5,7332,4aa6eb1d-549335bc.jpg,0,Low
9,0,9,9.765625e-06,49060.0,333648,395dad2d-33838958.jpg,2,Medium
8,0,8,8.680555555555556e-06,27422.375,115968,35627f1d-2dc02730.jpg,1,High
2,0,2,2.170138888888889e-06,2221.5,3003,66644eeb-4a127cf2.jpg,0,Low
6,0,6,6.510416666666667e-06,30310.83333333333,108675,14143b8a-92df0f1d.jpg,0,Low
6,4,10,1.0850694444444443e-05,3048.5,4872,050f41bf-23163c22.jpg,1,High
2,6,8,8.680555555555556e-06,28352.75,174680,5cd3eb73-f5b2777a.jpg,1,High
2,0,2,2.170138888888889e-06,568.0,660,1baf5864-fd20548b.jpg,0,Low
7,0,7,7.595486111111111e-06,8643.285714285714,17424,990f97bb-c4bc8995.jpg,0,Low
12,0,12,1.3020833333333334e-05,11227.583333333334,71355,77f112e7-0d3b113d.jpg,1,High
8,0,8,8.680555555555556e-06,18898.25,49868,8fc94cc7-04dcf428.jpg,0,Low
0,0,0,0.0,0.0,0,25926759-0693e07e.jpg,0,Low
4,1,5,5.4253472222222224e-06,20893.0,50652,503b97ba-df940dac.jpg,0,Low
5,0,5,5.4253472222222224e-06,15548.8,67551,0b35752b-1ebd3944.jpg,0,Low
11,0,11,1.193576388888889e-05,10668.545454545454,49056,36f69adc-7b654cc5.jpg,1,High
6,0,6,6.510416666666667e-06,22113.666666666668,33852,8155f34a-350b3a91.jpg,0,Low
6,0,6,6.510416666666667e-06,68779.5,213239,ab25f06f-4bf3e699.jpg,2,Medium
0,0,0,0.0,0.0,0,8499863d-7e535687.jpg,0,Low
7,0,7,7.595486111111111e-06,7379.285714285715,14362,95b23c16-ee89890a.jpg,0,Low
20,0,20,2.170138888888889e-05,7601.15,71874,78ec6ac7-c1a4a725.jpg,1,High
7,0,7,7.595486111111111e-06,7304.0,30305,818da8a8-bbda58cb.jpg,0,Low
11,1,12,1.3020833333333334e-05,2601.4166666666665,8174,2fc9ad1e-0b2f7154.jpg,1,High
3,0,3,3.255208333333333e-06,7077.333333333333,13802,72ffd63b-224d9332.jpg,0,Low
7,0,7,7.595486111111111e-06,8096.142857142857,20160,4c4a39b9-75c7d462.jpg,0,Low
0,0,0,0.0,0.0,0,3c595531-be25a7c9.jpg,0,Low
3,0,3,3.255208333333333e-06,4267.666666666667,9240,7c8396f8-2beb83fb.jpg,0,Low
4,0,4,4.340277777777778e-06,15519.5,34918,7996b830-8a148ca5.jpg,0,Low
4,0,4,4.340277777777778e-06,6886.25,14847,3447e66a-c5221ce4.jpg,0,Low
1,0,1,1.0850694444444444e-06,7739.0,7739,3fc26539-fa425a4c.jpg,0,Low
5,3,8,8.680555555555556e-06,20633.0,99704,84def8bc-ae7e74ae.jpg,1,High
11,0,11,1.193576388888889e-05,4494.727272727273,22920,47fd4575-5f610e7c.jpg,1,High
0,1,1,1.0850694444444444e-06,7722.0,7722,0b05f0b9-6fb236ee.jpg,0,Low
7,0,7,7.595486111111111e-06,118141.0,425106,7e354aa6-ffd68d74.jpg,2,Medium
5,2,7,7.595486111111111e-06,16110.0,71550,6d5cac47-e9bf6775.jpg,0,Low
17,1,18,1.953125e-05,14994.944444444443,135150,4c4b3b2b-dd9661b8.jpg,1,High
1,0,1,1.0850694444444444e-06,4698.0,4698,1f864b3f-472adf58.jpg,0,Low
7,0,7,7.595486111111111e-06,2223.8571428571427,4692,60e7925e-11955208.jpg,0,Low
9,4,13,1.4105902777777775e-05,9857.384615384615,31928,4c36656f-5df3b106.jpg,1,High
8,0,8,8.680555555555556e-06,28255.375,120204,2198ea8d-072a735b.jpg,1,High
7,0,7,7.595486111111111e-06,9401.142857142857,41040,116243ad-c525d321.jpg,0,Low
5,0,5,5.4253472222222224e-06,30684.8,96800,6b13eb0b-cfaf969d.jpg,0,Low
8,0,8,8.680555555555556e-06,73168.5,354158,9a2a5e3c-4b3cd251.jpg,2,Medium
18,3,21,2.278645833333333e-05,3786.714285714286,24442,97257912-816ea0fa.jpg,1,High
5,0,5,5.4253472222222224e-06,8671.4,30429,274ab688-75772a0e.jpg,0,Low
8,1,9,9.765625e-06,5054.222222222223,16059,a46e33bb-3eff4376.jpg,1,High
19,0,19,2.0616319444444445e-05,9745.526315789471,66750,2100ed96-5a928bff.jpg,1,High
4,1,5,5.4253472222222224e-06,39859.2,149884,79ce44c3-c8c8931a.jpg,0,Low
0,0,0,0.0,0.0,0,089fcb65-d645e2f9.jpg,0,Low
9,1,10,1.0850694444444443e-05,10807.9,48400,24c42a84-a40757d5.jpg,1,High
4,0,4,4.340277777777778e-06,23826.25,39621,8ec5b9cb-3b2e3353.jpg,0,Low
2,0,2,2.170138888888889e-06,3150.0,5508,567b4b61-9373037e.jpg,0,Low
2,0,2,2.170138888888889e-06,15556.0,16465,98d77a2f-fe7db5c1.jpg,0,Low
7,0,7,7.595486111111111e-06,33147.57142857143,158760,8439fd61-9e4dd502.jpg,0,Low
6,4,10,1.0850694444444443e-05,4039.5,13330,3b4eb529-4ce8242c.jpg,1,High
1,0,1,1.0850694444444444e-06,24523.0,24523,45c9e5a8-d577d514.jpg,0,Low
10,0,10,1.0850694444444443e-05,56242.5,329966,6886b3d9-6ab2cf0c.jpg,2,Medium
9,0,9,9.765625e-06,14107.222222222224,56744,554aa65e-cd59f848.jpg,1,High
11,0,11,1.193576388888889e-05,21521.090909090908,103600,93846b0e-91909059.jpg,1,High
5,4,9,9.765625e-06,45627.88888888889,313941,1fe4bf46-a5a22ef8.jpg,2,Medium
6,0,6,6.510416666666667e-06,22134.0,76320,645f5066-34f46863.jpg,0,Low
7,0,7,7.595486111111111e-06,5248.142857142857,25870,43ad7c44-76f801ce.jpg,0,Low
13,0,13,1.4105902777777775e-05,11570.46153846154,44064,3ad09228-f8f44587.jpg,1,High
1,1,2,2.170138888888889e-06,1791.0,2070,92b18f7a-e1e0e044.jpg,0,Low
3,0,3,3.255208333333333e-06,19644.0,56854,104c905a-980c87b8.jpg,0,Low
11,0,11,1.193576388888889e-05,35862.818181818184,150419,8ed43a59-172c60c2.jpg,1,High
6,10,16,1.736111111111111e-05,4434.5625,14076,5efc4487-14e64fef.jpg,1,High
0,0,0,0.0,0.0,0,3aa4de96-67b6b1a2.jpg,0,Low
1,0,1,1.0850694444444444e-06,20055.0,20055,7fd98fe2-7169f64d.jpg,0,Low
5,0,5,5.4253472222222224e-06,3990.0,8308,08280ddd-17426997.jpg,0,Low
11,0,11,1.193576388888889e-05,8804.454545454546,64435,7c7ff485-03bcac20.jpg,1,High
6,2,8,8.680555555555556e-06,17188.75,69906,1062529e-0acb0b34.jpg,0,Low
3,0,3,3.255208333333333e-06,3100.333333333333,5460,405cb3d9-dba4c5b3.jpg,0,Low
4,0,4,4.340277777777778e-06,108771.75,212256,0204aad7-9e1e915e.jpg,2,Medium
8,0,8,8.680555555555556e-06,55776.875,102992,17b12016-4663f767.jpg,1,High
1,0,1,1.0850694444444444e-06,1014.0,1014,5fed5152-573c23fa.jpg,0,Low
1,0,1,1.0850694444444444e-06,199836.0,199836,12bd1cbb-97b43bbf.jpg,2,Medium
1,0,1,1.0850694444444444e-06,5060.0,5060,19590021-13e5646e.jpg,0,Low
10,0,10,1.0850694444444443e-05,33559.4,278712,22cee0e4-de96bf9f.jpg,2,Medium
1,0,1,1.0850694444444444e-06,4452.0,4452,a08fa342-d9640f0f.jpg,0,Low
4,8,12,1.3020833333333334e-05,12264.0,87606,7f513f2d-39c732c2.jpg,1,High
8,0,8,8.680555555555556e-06,2104.25,5088,26445c80-0fffcafd.jpg,0,Low
8,0,8,8.680555555555556e-06,28512.0,96903,2a7a4866-9ec7230d.jpg,1,High
1,0,1,1.0850694444444444e-06,2907.0,2907,4a7273bb-feb6a1a5.jpg,0,Low
4,0,4,4.340277777777778e-06,1546.75,2714,978ab7a7-768d756e.jpg,0,Low
6,1,7,7.595486111111111e-06,61903.857142857145,181700,a463a36f-907dbfdb.jpg,2,Medium
13,0,13,1.4105902777777775e-05,10214.384615384615,35894,7435519e-2573f43d.jpg,1,High
3,1,4,4.340277777777778e-06,42747.75,80848,a5747105-baf1e441.jpg,0,Low
3,0,3,3.255208333333333e-06,4224.0,11187,3747c3d5-001bb264.jpg,0,Low
12,0,12,1.3020833333333334e-05,20134.08333333333,111186,1099b16c-ef28c5e1.jpg,1,High
10,0,10,1.0850694444444443e-05,17298.6,109440,97a3b099-e135e6c5.jpg,1,High
6,1,7,7.595486111111111e-06,46120.0,114594,994e914e-03bb61e3.jpg,0,Low
1,0,1,1.0850694444444444e-06,99090.0,99090,6e24b111-0d422a5c.jpg,2,Medium
4,0,4,4.340277777777778e-06,18622.0,71757,5589def1-1bc254b1.jpg,0,Low
4,0,4,4.340277777777778e-06,40251.75,76817,53df3a73-230a0578.jpg,0,Low
8,0,8,8.680555555555556e-06,16005.75,52452,81c39e58-77bc347b.jpg,0,Low
11,0,11,1.193576388888889e-05,16846.727272727272,77924,59e2c66c-cccfb836.jpg,1,High
9,0,9,9.765625e-06,15193.333333333334,87912,9e85ed5c-2d9c1741.jpg,1,High
8,1,9,9.765625e-06,28237.444444444445,244335,391d1700-88227055.jpg,2,Medium
2,1,3,3.255208333333333e-06,2057.0,3096,0f91b26f-5f941fe9.jpg,0,Low
1,6,7,7.595486111111111e-06,9043.714285714286,12834,802d8d74-4d6be781.jpg,0,Low
6,0,6,6.510416666666667e-06,6056.0,12616,06ccb168-883e5cff.jpg,0,Low
4,0,4,4.340277777777778e-06,7843.25,16960,9f866f91-67200c0a.jpg,0,Low
2,0,2,2.170138888888889e-06,4182.5,5467,58a6d4a6-a959f89a.jpg,0,Low
13,0,13,1.4105902777777775e-05,13415.692307692309,81225,36ebf488-d07b0d29.jpg,1,High
4,2,6,6.510416666666667e-06,27450.33333333333,89505,16cad9f9-670cbde4.jpg,0,Low
11,1,12,1.3020833333333334e-05,3829.5833333333335,12445,029e1042-66968a89.jpg,1,High
5,0,5,5.4253472222222224e-06,70171.4,212500,ae60b2e3-a57213c2.jpg,2,Medium
5,0,5,5.4253472222222224e-06,21973.6,45240,4c6cf9e9-1b27a8bd.jpg,0,Low
7,0,7,7.595486111111111e-06,15244.285714285714,57281,989bb448-55e98d72.jpg,0,Low
0,0,0,0.0,0.0,0,96322c40-151b0445.jpg,0,Low
3,4,7,7.595486111111111e-06,12195.714285714286,48224,582d3e7f-1e1b6c84.jpg,0,Low
7,0,7,7.595486111111111e-06,15222.285714285714,50343,833aa2e2-3e637e25.jpg,0,Low
2,0,2,2.170138888888889e-06,74421.0,83834,9800c71e-919a68a9.jpg,0,Low
4,8,12,1.3020833333333334e-05,12377.333333333334,87882,8eb671c0-2b9b9cf8.jpg,1,High
1,0,1,1.0850694444444444e-06,7500.0,7500,9a3e835e-a1cc02f0.jpg,0,Low
2,1,3,3.255208333333333e-06,9513.0,16892,39738e7c-298ac7a0.jpg,0,Low
1,0,1,1.0850694444444444e-06,40132.0,40132,833538aa-7a947202.jpg,0,Low
1,0,1,1.0850694444444444e-06,2240.0,2240,42f1a9db-cb27facb.jpg,0,Low
2,0,2,2.170138888888889e-06,1337.0,1749,18e3ef23-220d2da2.jpg,0,Low
2,0,2,2.170138888888889e-06,3419.0,4864,99bfb995-81337d72.jpg,0,Low
3,0,3,3.255208333333333e-06,12428.666666666666,29068,79fb506e-5cf1809f.jpg,0,Low
6,0,6,6.510416666666667e-06,29245.33333333333,97524,4bec5ef8-6907a912.jpg,0,Low
6,0,6,6.510416666666667e-06,16195.833333333334,63544,78b703a0-48e82a4b.jpg,0,Low
6,0,6,6.510416666666667e-06,21785.5,74513,3ff1002c-95cd2d92.jpg,0,Low
14,1,15,1.6276041666666666e-05,19605.6,99498,172af249-e65358e2.jpg,1,High
6,0,6,6.510416666666667e-06,51708.333333333336,114660,24d9eed3-03c1512a.jpg,0,Low
4,0,4,4.340277777777778e-06,146163.0,268569,58b5120e-85992318.jpg,2,Medium
7,5,12,1.3020833333333334e-05,21799.5,99296,3aa58326-6e330d73.jpg,1,High
2,0,2,2.170138888888889e-06,6317.5,7630,0ee642f9-3cf642bc.jpg,0,Low
1,0,1,1.0850694444444444e-06,2601.0,2601,0d373170-0739a7e1.jpg,0,Low
2,0,2,2.170138888888889e-06,2698.5,4788,807334aa-b39bbf1c.jpg,0,Low
6,0,6,6.510416666666667e-06,37980.333333333336,198900,a2dd9c72-fd8c7902.jpg,2,Medium
8,0,8,8.680555555555556e-06,25988.0,169332,6a335ecd-b9c8ee33.jpg,1,High
8,0,8,8.680555555555556e-06,37967.875,167352,1564ef78-f192b81b.jpg,1,High
13,1,14,1.5190972222222222e-05,16394.64285714286,90440,58aeaecd-36191818.jpg,1,High
0,0,0,0.0,0.0,0,01460ec4-0233fef9.jpg,0,Low
0,0,0,0.0,0.0,0,1a71faae-d5f255fd.jpg,0,Low
3,0,3,3.255208333333333e-06,3486.333333333333,9476,54fcaa1c-5da5af02.jpg,0,Low
4,0,4,4.340277777777778e-06,7694.5,16720,3d60e195-e1f3f544.jpg,0,Low
7,15,22,2.387152777777778e-05,42222.77272727273,138873,711be3d7-25714c42.jpg,1,High
17,0,17,1.844618055555556e-05,7820.35294117647,42336,5ee342bd-2a3c3a0f.jpg,1,High
5,2,7,7.595486111111111e-06,2413.428571428572,7524,aef25aa7-ede78469.jpg,0,Low
5,0,5,5.4253472222222224e-06,17141.0,33123,20dc66e8-245b6246.jpg,0,Low
8,0,8,8.680555555555556e-06,9350.5,36352,7d6eb8b3-17cd49ef.jpg,0,Low
7,0,7,7.595486111111111e-06,6357.714285714285,13629,68572ea3-0b7b4030.jpg,0,Low
12,0,12,1.3020833333333334e-05,39619.75,167040,2105fcd5-b94159a1.jpg,1,High
4,0,4,4.340277777777778e-06,4314.0,6942,0032419c-7d20b300.jpg,0,Low
2,0,2,2.170138888888889e-06,44944.0,83936,28e9d4a5-28cba497.jpg,0,Low
3,0,3,3.255208333333333e-06,18730.666666666668,39208,4dabe344-8f189940.jpg,0,Low
8,2,10,1.0850694444444443e-05,13060.8,55335,8c0b0659-7342d1de.jpg,1,High
4,1,5,5.4253472222222224e-06,6557.0,14910,12dc1ad6-e8d7e789.jpg,0,Low
8,1,9,9.765625e-06,6056.0,22656,007c01ea-ad9f940b.jpg,1,High
12,0,12,1.3020833333333334e-05,1462.5,5494,2b923350-391b3f53.jpg,1,High
14,0,14,1.5190972222222222e-05,4218.285714285715,24030,4c4bed6b-4e3d07df.jpg,1,High
0,0,0,0.0,0.0,0,3c2cfdca-e84436c6.jpg,0,Low
5,0,5,5.4253472222222224e-06,14794.4,45864,6269a99b-129b9202.jpg,0,Low
5,0,5,5.4253472222222224e-06,3904.4,7378,8e58b19b-bd2afc4d.jpg,0,Low
7,0,7,7.595486111111111e-06,21269.42857142857,72534,22a46d64-8f02a982.jpg,0,Low
7,0,7,7.595486111111111e-06,26214.571428571428,91014,9f9f4c3d-223d7e85.jpg,0,Low
4,0,4,4.340277777777778e-06,6107.5,8532,02cfe806-1b386c8a.jpg,0,Low
0,0,0,0.0,0.0,0,3927fe20-9d5dec3a.jpg,0,Low
7,0,7,7.595486111111111e-06,10615.42857142857,28956,9e2cdbaa-8380ea3a.jpg,0,Low
5,0,5,5.4253472222222224e-06,3709.6,5244,13e30c9e-b88ed70b.jpg,0,Low
6,2,8,8.680555555555556e-06,6411.25,16263,186de1d0-887d548f.jpg,0,Low
8,0,8,8.680555555555556e-06,11523.0,49580,0cf64a50-d537c7ed.jpg,0,Low
8,0,8,8.680555555555556e-06,8354.375,41796,214f2283-f6e6d0ba.jpg,0,Low
11,12,23,2.4956597222222224e-05,5468.434782608696,17920,09dae8af-fdcd5b9a.jpg,1,High
9,0,9,9.765625e-06,8964.333333333334,34352,06292f8b-bd282fea.jpg,1,High
7,0,7,7.595486111111111e-06,57285.28571428572,316448,a764e3e1-b97b8256.jpg,2,Medium
3,0,3,3.255208333333333e-06,6390.0,13440,2ea5df8c-a9500ef2.jpg,0,Low
8,0,8,8.680555555555556e-06,38981.75,128163,ab675c86-38c68128.jpg,1,High
15,0,15,1.6276041666666666e-05,15888.666666666666,194564,3dab4537-aeb6cf03.jpg,1,High
6,2,8,8.680555555555556e-06,5530.5,15660,9692dec3-ddb45506.jpg,0,Low
6,0,6,6.510416666666667e-06,36683.5,140748,a79123a5-f3ec2000.jpg,0,Low
17,0,17,1.844618055555556e-05,9620.70588235294,39032,4246fadc-63b4fe19.jpg,1,High
10,0,10,1.0850694444444443e-05,53475.4,134757,18602474-bcf55be7.jpg,1,High
